Pin,Pin Name,Bank,I/O Type
BL49,IO_L24P_GC_XCC_N8P0_M2P156_708,708,XPIO
BL48,IO_L25N_N8P3_M2P159_708,708,XPIO
BL47,IO_L25P_N8P2_M2P158_708,708,XPIO
BM47,IO_L26N_N8P5_M2P161_708,708,XPIO
BM46,IO_L26P_N8P4_M2P160_708,708,XPIO
BT47,IO_L2N_N0P5_M2P113_708,708,XPIO
BT46,IO_L2P_N0P4_M2P112_708,708,XPIO
BV48,IO_L3N_XCC_N1P1_M2P115_708,708,XPIO
BU48,IO_L3P_XCC_N1P0_M2P114_708,708,XPIO
BU47,IO_L4N_N1P3_M2P117_708,708,XPIO
BU46,IO_L4P_N1P2_M2P116_708,708,XPIO
BV46,IO_L5N_N1P5_M2P119_708,708,XPIO
BV45,IO_L5P_N1P4_M2P118_708,708,XPIO
BN49,IO_L6N_GC_XCC_N2P1_M2P121_708,708,XPIO
BM49,IO_L6P_GC_XCC_N2P0_M2P120_708,708,XPIO
BN48,IO_L7N_N2P3_M2P123_708,708,XPIO
BN47,IO_L7P_N2P2_M2P122_708,708,XPIO
BN45,IO_L8N_N2P5_M2P125_708,708,XPIO
BM45,IO_L8P_N2P4_M2P124_708,708,XPIO
BP45,IO_L9N_GC_XCC_N3P1_M2P127_708,708,XPIO
BN44,IO_L9P_GC_XCC_N3P0_M2P126_708,708,XPIO
BN50,VCCO_708,708,NA
BP49,VCCO_708,708,NA
BP50,VCCO_708,708,NA
A11,GND,NA,NA
A13,GND,NA,NA
A15,GND,NA,NA
A17,GND,NA,NA
A19,GND,NA,NA
A21,GND,NA,NA
A23,GND,NA,NA
A25,GND,NA,NA
A27,GND,NA,NA
A29,GND,NA,NA
A30,GND,NA,NA
A32,GND,NA,NA
A34,GND,NA,NA
A36,GND,NA,NA
A38,GND,NA,NA
A4,GND,NA,NA
A40,GND,NA,NA
A42,GND,NA,NA
A44,GND,NA,NA
A46,GND,NA,NA
A48,GND,NA,NA
A5,GND,NA,NA
A50,GND,NA,NA
A52,GND,NA,NA
A54,GND,NA,NA
A55,GND,NA,NA
A7,GND,NA,NA
A9,GND,NA,NA
AA1,GND,NA,NA
AA10,GND,NA,NA
AA14,GND,NA,NA
AA18,GND,NA,NA
AA2,GND,NA,NA
AA20,GND,NA,NA
AA22,GND,NA,NA
AA24,GND,NA,NA
AA26,GND,NA,NA
AA28,GND,NA,NA
AA3,GND,NA,NA
AA30,GND,NA,NA
AA32,GND,NA,NA
AA34,GND,NA,NA
AA36,GND,NA,NA
AA38,GND,NA,NA
AA40,GND,NA,NA
AA42,GND,NA,NA
AA43,GND,NA,NA
AA47,GND,NA,NA
AA48,GND,NA,NA
AA49,GND,NA,NA
AA50,GND,NA,NA
AA51,GND,NA,NA
AA54,GND,NA,NA
AA55,GND,NA,NA
AA56,GND,NA,NA
AA6,GND,NA,NA
AA7,GND,NA,NA
AA8,GND,NA,NA
AA9,GND,NA,NA
AB12,GND,NA,NA
AB14,GND,NA,NA
AB15,GND,NA,NA
AB19,GND,NA,NA
AB20,GND,NA,NA
AB23,GND,NA,NA
AB26,GND,NA,NA
AB29,GND,NA,NA
AB3,GND,NA,NA
AB32,GND,NA,NA
AB35,GND,NA,NA
AB38,GND,NA,NA
AB39,GND,NA,NA
AB4,GND,NA,NA
AB41,GND,NA,NA
AB43,GND,NA,NA
AB45,GND,NA,NA
AB49,GND,NA,NA
AB5,GND,NA,NA
AB52,GND,NA,NA
AB53,GND,NA,NA
AB54,GND,NA,NA
AB57,GND,NA,NA
AB58,GND,NA,NA
AB8,GND,NA,NA
AC1,GND,NA,NA
AC10,GND,NA,NA
AC14,GND,NA,NA
AC17,GND,NA,NA
AC18,GND,NA,NA
AC2,GND,NA,NA
AC20,GND,NA,NA
AC22,GND,NA,NA
AC24,GND,NA,NA
AC26,GND,NA,NA
AC28,GND,NA,NA
AC3,GND,NA,NA
AC30,GND,NA,NA
AC32,GND,NA,NA
AC34,GND,NA,NA
AC36,GND,NA,NA
AC38,GND,NA,NA
AC40,GND,NA,NA
AC42,GND,NA,NA
AC43,GND,NA,NA
AC47,GND,NA,NA
AC48,GND,NA,NA
AC49,GND,NA,NA
AC50,GND,NA,NA
AC51,GND,NA,NA
AC54,GND,NA,NA
AC55,GND,NA,NA
AC56,GND,NA,NA
AC6,GND,NA,NA
AC7,GND,NA,NA
AC8,GND,NA,NA
AD12,GND,NA,NA
AD14,GND,NA,NA
AD15,GND,NA,NA
AD19,GND,NA,NA
AD23,GND,NA,NA
AD25,GND,NA,NA
AD27,GND,NA,NA
AD29,GND,NA,NA
AD3,GND,NA,NA
AD31,GND,NA,NA
AD33,GND,NA,NA
AD35,GND,NA,NA
AD37,GND,NA,NA
AD39,GND,NA,NA
AD4,GND,NA,NA
AD41,GND,NA,NA
AD43,GND,NA,NA
AD45,GND,NA,NA
AD49,GND,NA,NA
AD5,GND,NA,NA
AD52,GND,NA,NA
AD53,GND,NA,NA
AD54,GND,NA,NA
AD57,GND,NA,NA
AD58,GND,NA,NA
AD8,GND,NA,NA
AE1,GND,NA,NA
AE10,GND,NA,NA
AE14,GND,NA,NA
AE16,GND,NA,NA
AE18,GND,NA,NA
AE2,GND,NA,NA
AE20,GND,NA,NA
AE22,GND,NA,NA
AE24,GND,NA,NA
AE3,GND,NA,NA
AE36,GND,NA,NA
AE38,GND,NA,NA
AE4,GND,NA,NA
AE40,GND,NA,NA
AE42,GND,NA,NA
AE43,GND,NA,NA
AE47,GND,NA,NA
AE48,GND,NA,NA
AE49,GND,NA,NA
AE5,GND,NA,NA
AE50,GND,NA,NA
AE51,GND,NA,NA
AE54,GND,NA,NA
AE55,GND,NA,NA
AE56,GND,NA,NA
AE6,GND,NA,NA
AE7,GND,NA,NA
AE8,GND,NA,NA
AF12,GND,NA,NA
AF14,GND,NA,NA
AF15,GND,NA,NA
AF17,GND,NA,NA
AF19,GND,NA,NA
AF21,GND,NA,NA
AF23,GND,NA,NA
AF3,GND,NA,NA
AF35,GND,NA,NA
AF37,GND,NA,NA
AF39,GND,NA,NA
AF4,GND,NA,NA
AF41,GND,NA,NA
AF43,GND,NA,NA
AF45,GND,NA,NA
AF49,GND,NA,NA
AF5,GND,NA,NA
AF52,GND,NA,NA
AF53,GND,NA,NA
AF54,GND,NA,NA
AF57,GND,NA,NA
AF58,GND,NA,NA
AF8,GND,NA,NA
AF9,GND,NA,NA
AG1,GND,NA,NA
AG10,GND,NA,NA
AG14,GND,NA,NA
AG16,GND,NA,NA
AG18,GND,NA,NA
AG2,GND,NA,NA
AG20,GND,NA,NA
AG22,GND,NA,NA
AG24,GND,NA,NA
AG36,GND,NA,NA
AG38,GND,NA,NA
AG40,GND,NA,NA
AG42,GND,NA,NA
AG43,GND,NA,NA
AG47,GND,NA,NA
AG48,GND,NA,NA
AG49,GND,NA,NA
AG5,GND,NA,NA
AG50,GND,NA,NA
AG51,GND,NA,NA
AG54,GND,NA,NA
AG55,GND,NA,NA
AG56,GND,NA,NA
AG6,GND,NA,NA
AG7,GND,NA,NA
AH12,GND,NA,NA
AH14,GND,NA,NA
AH15,GND,NA,NA
AH17,GND,NA,NA
AH19,GND,NA,NA
AH21,GND,NA,NA
AH23,GND,NA,NA
AH3,GND,NA,NA
AH35,GND,NA,NA
AH37,GND,NA,NA
AH39,GND,NA,NA
AH4,GND,NA,NA
AH41,GND,NA,NA
AH43,GND,NA,NA
AH45,GND,NA,NA
AH49,GND,NA,NA
AH5,GND,NA,NA
AH52,GND,NA,NA
AH53,GND,NA,NA
AH54,GND,NA,NA
AH57,GND,NA,NA
AH58,GND,NA,NA
AH8,GND,NA,NA
AH9,GND,NA,NA
AJ1,GND,NA,NA
AJ10,GND,NA,NA
AJ14,GND,NA,NA
AJ16,GND,NA,NA
AJ18,GND,NA,NA
AJ2,GND,NA,NA
AJ20,GND,NA,NA
AJ22,GND,NA,NA
AJ24,GND,NA,NA
AJ36,GND,NA,NA
AJ38,GND,NA,NA
AJ40,GND,NA,NA
AJ42,GND,NA,NA
AJ43,GND,NA,NA
AJ47,GND,NA,NA
AJ48,GND,NA,NA
AJ49,GND,NA,NA
AJ5,GND,NA,NA
AJ50,GND,NA,NA
AJ51,GND,NA,NA
AJ54,GND,NA,NA
AJ55,GND,NA,NA
AJ56,GND,NA,NA
AJ6,GND,NA,NA
AJ7,GND,NA,NA
AK12,GND,NA,NA
AK14,GND,NA,NA
AK15,GND,NA,NA
AK17,GND,NA,NA
AK19,GND,NA,NA
AK21,GND,NA,NA
AK23,GND,NA,NA
AK3,GND,NA,NA
AK35,GND,NA,NA
AK37,GND,NA,NA
AK39,GND,NA,NA
AK4,GND,NA,NA
AK41,GND,NA,NA
AK43,GND,NA,NA
AK45,GND,NA,NA
AK49,GND,NA,NA
AK5,GND,NA,NA
AK52,GND,NA,NA
AK53,GND,NA,NA
AK54,GND,NA,NA
AK57,GND,NA,NA
AK58,GND,NA,NA
AK8,GND,NA,NA
AK9,GND,NA,NA
AL1,GND,NA,NA
AL10,GND,NA,NA
AL12,GND,NA,NA
AL14,GND,NA,NA
AL16,GND,NA,NA
AL18,GND,NA,NA
AL2,GND,NA,NA
AL20,GND,NA,NA
AL22,GND,NA,NA
AL24,GND,NA,NA
AL36,GND,NA,NA
AL38,GND,NA,NA
AL40,GND,NA,NA
AL42,GND,NA,NA
AL43,GND,NA,NA
AL47,GND,NA,NA
AL48,GND,NA,NA
AL49,GND,NA,NA
AL5,GND,NA,NA
AL50,GND,NA,NA
AL51,GND,NA,NA
AL54,GND,NA,NA
AL55,GND,NA,NA
AL56,GND,NA,NA
AL6,GND,NA,NA
AL7,GND,NA,NA
AM12,GND,NA,NA
AM14,GND,NA,NA
AM15,GND,NA,NA
AM17,GND,NA,NA
AM19,GND,NA,NA
AM22,GND,NA,NA
AM3,GND,NA,NA
AM35,GND,NA,NA
AM37,GND,NA,NA
AM4,GND,NA,NA
AM41,GND,NA,NA
AM43,GND,NA,NA
AM45,GND,NA,NA
AM49,GND,NA,NA
AM5,GND,NA,NA
AM52,GND,NA,NA
AM53,GND,NA,NA
AM54,GND,NA,NA
AM57,GND,NA,NA
AM58,GND,NA,NA
AM8,GND,NA,NA
AM9,GND,NA,NA
AN1,GND,NA,NA
AN10,GND,NA,NA
AN12,GND,NA,NA
AN14,GND,NA,NA
AN16,GND,NA,NA
AN18,GND,NA,NA
AN2,GND,NA,NA
AN21,GND,NA,NA
AN24,GND,NA,NA
AN36,GND,NA,NA
AN39,GND,NA,NA
AN40,GND,NA,NA
AN42,GND,NA,NA
AN43,GND,NA,NA
AN47,GND,NA,NA
AN49,GND,NA,NA
AN5,GND,NA,NA
AN50,GND,NA,NA
AN51,GND,NA,NA
AN54,GND,NA,NA
AN55,GND,NA,NA
AN56,GND,NA,NA
AN6,GND,NA,NA
AN7,GND,NA,NA
AP12,GND,NA,NA
AP14,GND,NA,NA
AP15,GND,NA,NA
AP17,GND,NA,NA
AP19,GND,NA,NA
AP21,GND,NA,NA
AP23,GND,NA,NA
AP3,GND,NA,NA
AP35,GND,NA,NA
AP37,GND,NA,NA
AP39,GND,NA,NA
AP4,GND,NA,NA
AP41,GND,NA,NA
AP43,GND,NA,NA
AP45,GND,NA,NA
AP49,GND,NA,NA
AP5,GND,NA,NA
AP52,GND,NA,NA
AP53,GND,NA,NA
AP54,GND,NA,NA
AP57,GND,NA,NA
AP58,GND,NA,NA
AP8,GND,NA,NA
AP9,GND,NA,NA
AR1,GND,NA,NA
AR10,GND,NA,NA
AR14,GND,NA,NA
AR16,GND,NA,NA
AR18,GND,NA,NA
AR2,GND,NA,NA
AR20,GND,NA,NA
AR22,GND,NA,NA
AR24,GND,NA,NA
AR26,GND,NA,NA
AR28,GND,NA,NA
AR30,GND,NA,NA
AR32,GND,NA,NA
AR34,GND,NA,NA
AR36,GND,NA,NA
AR38,GND,NA,NA
AR40,GND,NA,NA
AR42,GND,NA,NA
AR43,GND,NA,NA
AR47,GND,NA,NA
AR49,GND,NA,NA
AR5,GND,NA,NA
AR50,GND,NA,NA
AR51,GND,NA,NA
AR54,GND,NA,NA
AR55,GND,NA,NA
AR56,GND,NA,NA
AR6,GND,NA,NA
AR7,GND,NA,NA
AT12,GND,NA,NA
AT14,GND,NA,NA
AT15,GND,NA,NA
AT19,GND,NA,NA
AT21,GND,NA,NA
AT23,GND,NA,NA
AT25,GND,NA,NA
AT27,GND,NA,NA
AT29,GND,NA,NA
AT3,GND,NA,NA
AT31,GND,NA,NA
AT33,GND,NA,NA
AT35,GND,NA,NA
AT37,GND,NA,NA
AT39,GND,NA,NA
AT4,GND,NA,NA
AT41,GND,NA,NA
AT43,GND,NA,NA
AT45,GND,NA,NA
AT49,GND,NA,NA
AT5,GND,NA,NA
AT52,GND,NA,NA
AT53,GND,NA,NA
AT54,GND,NA,NA
AT57,GND,NA,NA
AT58,GND,NA,NA
AT8,GND,NA,NA
AT9,GND,NA,NA
AU1,GND,NA,NA
AU10,GND,NA,NA
AU14,GND,NA,NA
AU17,GND,NA,NA
AU18,GND,NA,NA
AU2,GND,NA,NA
AU20,GND,NA,NA
AU24,GND,NA,NA
AU26,GND,NA,NA
AU28,GND,NA,NA
AU30,GND,NA,NA
AU32,GND,NA,NA
AU34,GND,NA,NA
AU36,GND,NA,NA
AU38,GND,NA,NA
AU40,GND,NA,NA
AU42,GND,NA,NA
AU43,GND,NA,NA
AU47,GND,NA,NA
AU49,GND,NA,NA
AU5,GND,NA,NA
AU50,GND,NA,NA
AU51,GND,NA,NA
AU54,GND,NA,NA
AU55,GND,NA,NA
AU56,GND,NA,NA
AU6,GND,NA,NA
AU7,GND,NA,NA
AV1,GND,NA,NA
AV12,GND,NA,NA
AV14,GND,NA,NA
AV16,GND,NA,NA
AV19,GND,NA,NA
AV2,GND,NA,NA
AV23,GND,NA,NA
AV25,GND,NA,NA
AV27,GND,NA,NA
AV29,GND,NA,NA
AV3,GND,NA,NA
AV31,GND,NA,NA
AV33,GND,NA,NA
AV35,GND,NA,NA
AV37,GND,NA,NA
AV39,GND,NA,NA
AV4,GND,NA,NA
AV41,GND,NA,NA
AV43,GND,NA,NA
AV45,GND,NA,NA
AV49,GND,NA,NA
AV5,GND,NA,NA
AV52,GND,NA,NA
AV53,GND,NA,NA
AV54,GND,NA,NA
AV57,GND,NA,NA
AV58,GND,NA,NA
AV6,GND,NA,NA
AV7,GND,NA,NA
AV8,GND,NA,NA
AV9,GND,NA,NA
AW1,GND,NA,NA
AW10,GND,NA,NA
AW14,GND,NA,NA
AW15,GND,NA,NA
AW18,GND,NA,NA
AW2,GND,NA,NA
AW20,GND,NA,NA
AW24,GND,NA,NA
AW36,GND,NA,NA
AW38,GND,NA,NA
AW40,GND,NA,NA
AW42,GND,NA,NA
AW43,GND,NA,NA
AW47,GND,NA,NA
AW49,GND,NA,NA
AW5,GND,NA,NA
AW50,GND,NA,NA
AW51,GND,NA,NA
AW54,GND,NA,NA
AW55,GND,NA,NA
AW56,GND,NA,NA
AW6,GND,NA,NA
AW7,GND,NA,NA
AY12,GND,NA,NA
AY14,GND,NA,NA
AY17,GND,NA,NA
AY19,GND,NA,NA
AY23,GND,NA,NA
AY3,GND,NA,NA
AY35,GND,NA,NA
AY37,GND,NA,NA
AY39,GND,NA,NA
AY4,GND,NA,NA
AY41,GND,NA,NA
AY43,GND,NA,NA
AY45,GND,NA,NA
AY49,GND,NA,NA
AY52,GND,NA,NA
AY53,GND,NA,NA
AY54,GND,NA,NA
AY57,GND,NA,NA
AY58,GND,NA,NA
AY7,GND,NA,NA
AY8,GND,NA,NA
B11,GND,NA,NA
B13,GND,NA,NA
B15,GND,NA,NA
B17,GND,NA,NA
B19,GND,NA,NA
B21,GND,NA,NA
B23,GND,NA,NA
B25,GND,NA,NA
B27,GND,NA,NA
B29,GND,NA,NA
B3,GND,NA,NA
B30,GND,NA,NA
B32,GND,NA,NA
B34,GND,NA,NA
B36,GND,NA,NA
B38,GND,NA,NA
B4,GND,NA,NA
B40,GND,NA,NA
B42,GND,NA,NA
B44,GND,NA,NA
B46,GND,NA,NA
B48,GND,NA,NA
B5,GND,NA,NA
B50,GND,NA,NA
B52,GND,NA,NA
B54,GND,NA,NA
B55,GND,NA,NA
B56,GND,NA,NA
B7,GND,NA,NA
B9,GND,NA,NA
BA1,GND,NA,NA
BA10,GND,NA,NA
BA12,GND,NA,NA
BA13,GND,NA,NA
BA14,GND,NA,NA
BA16,GND,NA,NA
BA18,GND,NA,NA
BA2,GND,NA,NA
BA20,GND,NA,NA
BA22,GND,NA,NA
BA25,GND,NA,NA
BA28,GND,NA,NA
BA31,GND,NA,NA
BA34,GND,NA,NA
BA37,GND,NA,NA
BA40,GND,NA,NA
BA43,GND,NA,NA
BA47,GND,NA,NA
BA49,GND,NA,NA
BA5,GND,NA,NA
BA50,GND,NA,NA
BA51,GND,NA,NA
BA54,GND,NA,NA
BA55,GND,NA,NA
BA56,GND,NA,NA
BA6,GND,NA,NA
BA7,GND,NA,NA
BB12,GND,NA,NA
BB16,GND,NA,NA
BB19,GND,NA,NA
BB21,GND,NA,NA
BB24,GND,NA,NA
BB27,GND,NA,NA
BB3,GND,NA,NA
BB30,GND,NA,NA
BB33,GND,NA,NA
BB36,GND,NA,NA
BB39,GND,NA,NA
BB4,GND,NA,NA
BB42,GND,NA,NA
BB43,GND,NA,NA
BB45,GND,NA,NA
BB48,GND,NA,NA
BB49,GND,NA,NA
BB5,GND,NA,NA
BB52,GND,NA,NA
BB53,GND,NA,NA
BB54,GND,NA,NA
BB57,GND,NA,NA
BB58,GND,NA,NA
BB8,GND,NA,NA
BC1,GND,NA,NA
BC10,GND,NA,NA
BC12,GND,NA,NA
BC14,GND,NA,NA
BC18,GND,NA,NA
BC2,GND,NA,NA
BC20,GND,NA,NA
BC23,GND,NA,NA
BC26,GND,NA,NA
BC29,GND,NA,NA
BC31,GND,NA,NA
BC33,GND,NA,NA
BC35,GND,NA,NA
BC38,GND,NA,NA
BC41,GND,NA,NA
BC43,GND,NA,NA
BC47,GND,NA,NA
BC49,GND,NA,NA
BC5,GND,NA,NA
BC50,GND,NA,NA
BC51,GND,NA,NA
BC52,GND,NA,NA
BC55,GND,NA,NA
BC56,GND,NA,NA
BC6,GND,NA,NA
BC7,GND,NA,NA
BD10,GND,NA,NA
BD11,GND,NA,NA
BD12,GND,NA,NA
BD16,GND,NA,NA
BD19,GND,NA,NA
BD22,GND,NA,NA
BD25,GND,NA,NA
BD28,GND,NA,NA
BD3,GND,NA,NA
BD30,GND,NA,NA
BD32,GND,NA,NA
BD34,GND,NA,NA
BD37,GND,NA,NA
BD4,GND,NA,NA
BD40,GND,NA,NA
BD43,GND,NA,NA
BD45,GND,NA,NA
BD49,GND,NA,NA
BD5,GND,NA,NA
BD52,GND,NA,NA
BD53,GND,NA,NA
BD54,GND,NA,NA
BD57,GND,NA,NA
BD58,GND,NA,NA
BD8,GND,NA,NA
BE1,GND,NA,NA
BE10,GND,NA,NA
BE14,GND,NA,NA
BE18,GND,NA,NA
BE2,GND,NA,NA
BE21,GND,NA,NA
BE24,GND,NA,NA
BE27,GND,NA,NA
BE30,GND,NA,NA
BE33,GND,NA,NA
BE36,GND,NA,NA
BE39,GND,NA,NA
BE42,GND,NA,NA
BE43,GND,NA,NA
BE47,GND,NA,NA
BE49,GND,NA,NA
BE5,GND,NA,NA
BE50,GND,NA,NA
BE51,GND,NA,NA
BE54,GND,NA,NA
BE55,GND,NA,NA
BE56,GND,NA,NA
BE6,GND,NA,NA
BE7,GND,NA,NA
BF10,GND,NA,NA
BF11,GND,NA,NA
BF16,GND,NA,NA
BF17,GND,NA,NA
BF2,GND,NA,NA
BF20,GND,NA,NA
BF23,GND,NA,NA
BF26,GND,NA,NA
BF29,GND,NA,NA
BF3,GND,NA,NA
BF32,GND,NA,NA
BF35,GND,NA,NA
BF38,GND,NA,NA
BF4,GND,NA,NA
BF41,GND,NA,NA
BF43,GND,NA,NA
BF44,GND,NA,NA
BF45,GND,NA,NA
BF46,GND,NA,NA
BF47,GND,NA,NA
BF48,GND,NA,NA
BF49,GND,NA,NA
BF5,GND,NA,NA
BF51,GND,NA,NA
BF52,GND,NA,NA
BF53,GND,NA,NA
BF56,GND,NA,NA
BF57,GND,NA,NA
BF58,GND,NA,NA
BF7,GND,NA,NA
BF8,GND,NA,NA
BF9,GND,NA,NA
BG14,GND,NA,NA
BG18,GND,NA,NA
BG22,GND,NA,NA
BG26,GND,NA,NA
BG30,GND,NA,NA
BG34,GND,NA,NA
BG38,GND,NA,NA
BG42,GND,NA,NA
BG46,GND,NA,NA
BG5,GND,NA,NA
BG51,GND,NA,NA
BG54,GND,NA,NA
BG55,GND,NA,NA
BG56,GND,NA,NA
BH10,GND,NA,NA
BH12,GND,NA,NA
BH16,GND,NA,NA
BH2,GND,NA,NA
BH20,GND,NA,NA
BH24,GND,NA,NA
BH28,GND,NA,NA
BH32,GND,NA,NA
BH36,GND,NA,NA
BH40,GND,NA,NA
BH44,GND,NA,NA
BH48,GND,NA,NA
BH51,GND,NA,NA
BH52,GND,NA,NA
BH53,GND,NA,NA
BH54,GND,NA,NA
BH57,GND,NA,NA
BH58,GND,NA,NA
BH8,GND,NA,NA
BJ14,GND,NA,NA
BJ18,GND,NA,NA
BJ22,GND,NA,NA
BJ26,GND,NA,NA
BJ30,GND,NA,NA
BJ34,GND,NA,NA
BJ38,GND,NA,NA
BJ4,GND,NA,NA
BJ42,GND,NA,NA
BJ46,GND,NA,NA
BJ50,GND,NA,NA
BJ51,GND,NA,NA
BJ54,GND,NA,NA
BJ55,GND,NA,NA
BJ56,GND,NA,NA
BK1,GND,NA,NA
BK11,GND,NA,NA
BK12,GND,NA,NA
BK16,GND,NA,NA
BK20,GND,NA,NA
BK24,GND,NA,NA
BK28,GND,NA,NA
BK32,GND,NA,NA
BK36,GND,NA,NA
BK40,GND,NA,NA
BK44,GND,NA,NA
BK48,GND,NA,NA
BK51,GND,NA,NA
BK52,GND,NA,NA
BK53,GND,NA,NA
BK54,GND,NA,NA
BK57,GND,NA,NA
BK58,GND,NA,NA
BK6,GND,NA,NA
BK7,GND,NA,NA
BK9,GND,NA,NA
BL14,GND,NA,NA
BL18,GND,NA,NA
BL22,GND,NA,NA
BL26,GND,NA,NA
BL3,GND,NA,NA
BL30,GND,NA,NA
BL34,GND,NA,NA
BL38,GND,NA,NA
BL42,GND,NA,NA
BL46,GND,NA,NA
BL50,GND,NA,NA
BL51,GND,NA,NA
BL54,GND,NA,NA
BL55,GND,NA,NA
BL56,GND,NA,NA
BM10,GND,NA,NA
BM12,GND,NA,NA
BM16,GND,NA,NA
BM20,GND,NA,NA
BM24,GND,NA,NA
BM28,GND,NA,NA
BM32,GND,NA,NA
BM36,GND,NA,NA
BM40,GND,NA,NA
BM44,GND,NA,NA
BM48,GND,NA,NA
BM5,GND,NA,NA
BM51,GND,NA,NA
BM52,GND,NA,NA
BM53,GND,NA,NA
BM56,GND,NA,NA
BM57,GND,NA,NA
BM58,GND,NA,NA
BM8,GND,NA,NA
BN12,GND,NA,NA
BN14,GND,NA,NA
BN18,GND,NA,NA
BN2,GND,NA,NA
BN22,GND,NA,NA
BN26,GND,NA,NA
BN30,GND,NA,NA
BN34,GND,NA,NA
BN38,GND,NA,NA
BN42,GND,NA,NA
BN46,GND,NA,NA
BN51,GND,NA,NA
BN54,GND,NA,NA
BN55,GND,NA,NA
BN56,GND,NA,NA
BN7,GND,NA,NA
BP14,GND,NA,NA
BP19,GND,NA,NA
BP24,GND,NA,NA
BP29,GND,NA,NA
BP34,GND,NA,NA
BP39,GND,NA,NA
BP4,GND,NA,NA
BP44,GND,NA,NA
BP48,GND,NA,NA
BP51,GND,NA,NA
BP52,GND,NA,NA
BP53,GND,NA,NA
BP54,GND,NA,NA
BP57,GND,NA,NA
BP58,GND,NA,NA
BP9,GND,NA,NA
BR1,GND,NA,NA
BR11,GND,NA,NA
BR16,GND,NA,NA
BR21,GND,NA,NA
BR26,GND,NA,NA
BR31,GND,NA,NA
BR36,GND,NA,NA
BR41,GND,NA,NA
BR46,GND,NA,NA
BR49,GND,NA,NA
BR50,GND,NA,NA
BR51,GND,NA,NA
BR54,GND,NA,NA
BR55,GND,NA,NA
BR56,GND,NA,NA
BR57,GND,NA,NA
BR58,GND,NA,NA
BR6,GND,NA,NA
BT13,GND,NA,NA
BT18,GND,NA,NA
BT2,GND,NA,NA
BT23,GND,NA,NA
BT28,GND,NA,NA
BT3,GND,NA,NA
BT33,GND,NA,NA
BT38,GND,NA,NA
BT43,GND,NA,NA
BT48,GND,NA,NA
BT49,GND,NA,NA
BT52,GND,NA,NA
BT53,GND,NA,NA
BT54,GND,NA,NA
BT57,GND,NA,NA
BT8,GND,NA,NA
BU10,GND,NA,NA
BU15,GND,NA,NA
BU20,GND,NA,NA
BU25,GND,NA,NA
BU3,GND,NA,NA
BU30,GND,NA,NA
BU35,GND,NA,NA
BU40,GND,NA,NA
BU45,GND,NA,NA
BU49,GND,NA,NA
BU5,GND,NA,NA
BU50,GND,NA,NA
BU51,GND,NA,NA
BU54,GND,NA,NA
BU55,GND,NA,NA
BU56,GND,NA,NA
BV12,GND,NA,NA
BV17,GND,NA,NA
BV22,GND,NA,NA
BV27,GND,NA,NA
BV32,GND,NA,NA
BV37,GND,NA,NA
BV4,GND,NA,NA
BV42,GND,NA,NA
BV47,GND,NA,NA
BV49,GND,NA,NA
BV52,GND,NA,NA
BV53,GND,NA,NA
BV54,GND,NA,NA
BV55,GND,NA,NA
BV7,GND,NA,NA
C10,GND,NA,NA
C11,GND,NA,NA
C12,GND,NA,NA
C13,GND,NA,NA
C14,GND,NA,NA
C16,GND,NA,NA
C18,GND,NA,NA
C19,GND,NA,NA
C2,GND,NA,NA
C20,GND,NA,NA
C21,GND,NA,NA
C22,GND,NA,NA
C23,GND,NA,NA
C24,GND,NA,NA
C26,GND,NA,NA
C28,GND,NA,NA
C29,GND,NA,NA
C31,GND,NA,NA
C33,GND,NA,NA
C34,GND,NA,NA
C35,GND,NA,NA
C36,GND,NA,NA
C37,GND,NA,NA
C39,GND,NA,NA
C41,GND,NA,NA
C43,GND,NA,NA
C44,GND,NA,NA
C45,GND,NA,NA
C46,GND,NA,NA
C47,GND,NA,NA
C48,GND,NA,NA
C49,GND,NA,NA
C5,GND,NA,NA
C50,GND,NA,NA
C51,GND,NA,NA
C52,GND,NA,NA
C53,GND,NA,NA
C55,GND,NA,NA
C57,GND,NA,NA
C6,GND,NA,NA
C7,GND,NA,NA
C8,GND,NA,NA
C9,GND,NA,NA
D1,GND,NA,NA
D10,GND,NA,NA
D12,GND,NA,NA
D14,GND,NA,NA
D16,GND,NA,NA
D18,GND,NA,NA
D2,GND,NA,NA
D20,GND,NA,NA
D22,GND,NA,NA
D24,GND,NA,NA
D26,GND,NA,NA
D28,GND,NA,NA
D29,GND,NA,NA
D3,GND,NA,NA
D31,GND,NA,NA
D33,GND,NA,NA
D35,GND,NA,NA
D37,GND,NA,NA
D39,GND,NA,NA
D4,GND,NA,NA
D41,GND,NA,NA
D43,GND,NA,NA
D45,GND,NA,NA
D47,GND,NA,NA
D49,GND,NA,NA
D51,GND,NA,NA
D53,GND,NA,NA
D55,GND,NA,NA
D57,GND,NA,NA
D58,GND,NA,NA
D7,GND,NA,NA
D8,GND,NA,NA
E1,GND,NA,NA
E10,GND,NA,NA
E12,GND,NA,NA
E14,GND,NA,NA
E15,GND,NA,NA
E16,GND,NA,NA
E17,GND,NA,NA
E18,GND,NA,NA
E2,GND,NA,NA
E20,GND,NA,NA
E22,GND,NA,NA
E24,GND,NA,NA
E25,GND,NA,NA
E26,GND,NA,NA
E27,GND,NA,NA
E28,GND,NA,NA
E29,GND,NA,NA
E30,GND,NA,NA
